,Open,High,Low,Close,Volume
6790,631.81,632.72,631.31,632.7,9910
6791,632.81,634.27,632.19,632.665,23828
6792,632.645,634.66,632.645,633.465,26986
6793,633.31,633.85,632.93,633.71,3111
6794,633.8,635.06,633.78,635.06,6216
6795,635.565,636.017,635.565,636.005,3681
6796,636.165,636.41,635.455,635.455,5483
6797,635.15,636.065,635.02,635.578,4000
6798,636.36,636.66,636.035,636.303,4671
6799,636.26,636.64,635.23,636.11,15542
6800,636.17,636.17,635.35,636.13,2559
6801,636.0,636.27,635.62,636.17,7383
6802,636.17,637.03,636.17,636.9,5560
6803,637.26,638.38,637.04,638.38,5574
6804,638.45,638.73,638.45,638.73,3517
6805,638.24,638.87,638.19,638.59,3840
6806,638.84,638.84,638.05,638.05,4064
6807,637.9,638.55,637.9,638.54,3038
6808,639.35,639.51,639.04,639.04,2086
6809,639.61,639.61,639.14,639.25,3468
6810,639.175,639.69,639.175,639.31,3084
6811,639.46,640.225,639.4,640.19,7397
6812,640.57,640.58,640.385,640.535,3044
6813,640.43,640.52,639.08,639.08,9592
6814,639.23,639.95,638.8,639.735,4321
6815,639.45,639.7,639.04,639.7,2468
6816,639.69,639.95,638.71,639.105,5845
6817,639.165,639.19,637.98,638.26,3629
6818,638.42,639.59,638.42,638.89,6456
6819,639.02,639.52,638.73,639.48,9394
6820,639.183,639.92,639.11,639.76,6880
6821,639.97,641.06,639.97,641.06,2820
6822,641.06,641.22,640.45,640.84,6230
6823,640.83,641.02,640.03,640.75,5406
6824,640.81,641.148,640.31,640.31,6389
6825,639.865,639.865,639.23,639.68,1850
6826,639.06,639.1,638.98,639.035,1004
6827,639.49,639.675,639.49,639.65,2248
6828,639.71,639.99,639.435,639.84,5606
6829,640.18,640.38,640.09,640.13,2173
6830,640.36,640.39,640.25,640.38,2005
6831,640.4,640.4,639.92,640.26,5235
6832,640.39,640.69,640.33,640.69,3997
6833,640.4,640.99,640.39,640.5,6115
6834,641.1,641.205,640.765,640.765,5050
6835,640.35,640.35,639.77,639.77,1396
6836,639.5,639.96,639.42,639.96,3363
6837,639.67,639.98,638.54,638.64,3648
6838,638.275,639.32,638.275,638.65,7390
6839,638.56,638.77,638.21,638.22,3126
6840,639.01,639.82,639.01,639.497,2257
6841,639.67,640.038,639.5,639.81,3755
6842,639.855,640.23,639.76,639.775,2634
6843,639.61,639.61,639.01,639.01,3385
6844,639.09,639.71,639.09,639.26,5422
6845,639.66,639.75,639.28,639.5,1997
6846,639.52,639.575,639.08,639.157,4785
6847,639.15,639.6,639.15,639.55,3739
6848,639.55,640.05,639.55,639.85,3557
6849,639.874,639.92,639.62,639.92,5071
6850,639.78,640.29,639.77,639.77,5900
6851,640.05,640.15,639.78,639.88,4773
6852,640.08,640.12,639.68,639.68,3065
6853,639.905,640.805,639.905,640.64,4528
6854,640.605,640.605,640.15,640.39,6496
6855,640.2,640.48,639.69,639.69,2897
6856,640.03,640.47,639.94,640.47,4656
6857,640.46,640.49,640.225,640.38,6282
6858,640.22,640.22,639.975,640.152,4426
6859,640.14,640.62,640.05,640.54,7504
6860,640.49,640.65,640.04,640.28,9462
6861,640.35,641.0,640.35,641.0,5552
6862,641.12,641.44,640.635,641.045,28030
6863,641.095,641.61,640.095,641.11,68631
6864,641.15,641.43,638.55,638.55,22828
6865,638.05,638.295,635.98,636.35,9714
6866,636.14,636.24,634.51,634.52,8937
6867,634.52,635.54,633.68,634.635,15010
6868,634.55,635.51,633.51,635.3,13990
6869,635.36,636.09,633.92,634.55,10630
6870,633.98,634.65,633.61,633.61,12041
6871,633.55,634.21,633.3,633.62,3098
6872,633.87,633.87,631.43,631.83,7567
6873,631.24,631.81,630.52,631.12,8934
6874,630.9,632.04,630.9,632.04,7182
6875,632.65,633.01,631.64,632.98,6599
6876,631.856,633.07,631.856,631.99,9972
6877,631.94,631.94,631.24,631.675,3176
6878,631.705,633.24,631.705,633.24,5631
6879,633.255,633.84,632.99,633.362,7279
6880,633.405,633.55,632.894,633.49,6559
6881,633.11,633.95,632.82,633.95,11105
6882,633.297,633.81,632.59,632.59,14236
6883,632.68,632.68,631.47,631.84,7083
6884,631.84,632.39,631.22,631.233,9143
6885,631.23,631.25,630.47,630.515,12523
6886,630.23,630.8,629.53,630.68,8637
6887,630.83,631.74,630.73,631.65,5679
6888,631.42,632.02,631.18,631.28,10212
6889,631.185,631.56,631.185,631.325,4930
6890,631.123,631.76,631.123,631.67,7068
6891,631.35,631.595,630.78,631.595,7746
6892,631.65,631.84,631.11,631.11,8411
6893,631.11,631.11,630.505,630.705,9723
6894,630.705,631.55,630.705,630.845,9753
6895,630.99,631.38,630.69,631.38,3365
6896,631.38,631.41,630.76,630.985,3812
6897,630.69,631.4,630.69,631.39,4021
6898,631.475,631.475,630.8,631.24,5266
6899,631.52,631.675,631.035,631.21,5597
6900,631.495,631.83,631.17,631.425,9064
6901,631.17,631.17,630.118,630.41,4517
6902,630.81,631.05,630.465,630.795,5445
6903,630.97,631.755,630.97,631.445,7269
6904,631.28,631.52,631.19,631.49,3450
6905,631.74,631.87,631.23,631.39,6453
6906,631.435,631.75,630.82,631.75,5446
6907,631.665,632.01,631.48,631.64,3059
6908,631.63,631.96,631.19,631.695,3454
6909,632.0,632.03,631.6,632.03,1767
6910,631.825,631.825,630.89,630.89,4847
6911,630.62,630.76,630.03,630.66,9868
6912,630.455,631.13,630.455,631.13,3700
6913,631.13,631.53,631.13,631.39,2805
6914,631.445,631.815,631.345,631.68,5432
6915,632.095,632.31,631.78,631.82,4022
6916,632.045,632.11,631.92,632.105,3953
6917,632.34,632.58,632.24,632.36,5934
6918,632.385,633.03,632.385,632.7,4288
6919,632.41,632.68,632.28,632.645,2776
6920,632.56,632.935,632.37,632.61,5059
6921,632.685,632.828,632.34,632.42,5009
6922,632.26,632.26,630.99,630.99,6998
6923,631.225,631.225,630.39,630.93,20003
6924,631.095,631.85,631.05,631.51,4189
6925,631.135,631.165,631.135,631.165,1253
6926,631.35,631.845,631.32,631.845,4119
6927,631.88,631.985,631.69,631.69,4193
6928,631.86,632.095,631.69,631.9,7165
6929,631.78,631.95,631.18,631.24,4122
6930,631.255,631.255,630.57,630.685,5861
6931,630.56,631.185,630.56,631.185,6523
